source_type,source_id,source_ts,observed_ts,actor,service,intent,policy,action,outcome,source_pointer,correlation_id,content_hash
kubernetes.audit,41ea77fe-3b8b-450e-bc6c-064bbf1a6930:ResponseComplete,2026-09-02T22:28:00.378482Z,2026-09-02T22:28:00.385294Z,system:apiserver,eacp-cross-plane-v13/unknown-object,software_delivery,kubernetes-rbac-admission,list,200,kubernetes-audit://41ea77fe-3b8b-450e-bc6c-064bbf1a6930,k8s://eacp-cross-plane-v13/limitranges/unknown-object,f52a53008efb10c1c5688cda758c9aad82524be800bddaffe878cced04dde1e1
kubernetes.audit,3491054d-e0d1-4db4-9cac-d1c461d0a944:ResponseComplete,2026-09-02T22:28:00.373620Z,2026-09-02T22:28:00.389009Z,system:serviceaccount:kube-system:replicaset-controller,eacp-cross-plane-v13/eacp-cross-plane,software_delivery,kubernetes-rbac-admission,create,201,kubernetes-audit://3491054d-e0d1-4db4-9cac-d1c461d0a944,eacp-gha-1324720646-33690436849-1,b03ff3493fb26ee9deee7b007b3879265baa50063c0cc38f004ca1bba08cd43d
kubernetes.audit,40a87f2a-465e-4525-8236-40e32fd1debd:ResponseComplete,2026-09-02T22:28:00.392144Z,2026-09-02T22:28:00.397140Z,system:serviceaccount:kube-system:replicaset-controller,eacp-cross-plane-v13/eacp-cross-plane-7f5649f86f.18d1a17bdc3f96ed,software_delivery,kubernetes-rbac-admission,create,201,kubernetes-audit://40a87f2a-465e-4525-8236-40e32fd1debd,k8s://eacp-cross-plane-v13/events/eacp-cross-plane-7f5649f86f.18d1a17bdc3f96ed,6e31284d2e48cc0fa780ae0206b22469291d2e1a870fbc7fb41b261afc7f2969
kubernetes.audit,f6cf7142-e7d1-4230-8ee9-39d0f2f84f5b:ResponseComplete,2026-09-02T22:28:00.390917Z,2026-09-02T22:28:00.404509Z,system:kube-scheduler,eacp-cross-plane-v13/eacp-cross-plane-7f5649f86f-hz2qs,software_delivery,kubernetes-rbac-admission,create,201:Success,kubernetes-audit://f6cf7142-e7d1-4230-8ee9-39d0f2f84f5b,k8s://eacp-cross-plane-v13/pods/eacp-cross-plane-7f5649f86f-hz2qs,946afd22ca1b5ead9bc603c9cd4064a5bc4c6a59c62b8eee4b10e10c73e2b6bd
kubernetes.audit,cc208814-e3c1-4113-9993-5605a019871e:ResponseComplete,2026-09-02T22:28:00.393175Z,2026-09-02T22:28:00.406371Z,system:serviceaccount:kube-system:replicaset-controller,eacp-cross-plane-v13/eacp-cross-plane-7f5649f86f,software_delivery,kubernetes-rbac-admission,update,200,kubernetes-audit://cc208814-e3c1-4113-9993-5605a019871e,k8s://eacp-cross-plane-v13/replicasets/eacp-cross-plane-7f5649f86f,bf023a86b6b7811cfb98287887eda754e56a3ab87d7cbcba9608c1a100890a7c
kubernetes.audit,1c624f9e-6d2a-4d38-b1bb-b4fc7eb29060:ResponseComplete,2026-09-02T22:28:00.386622Z,2026-09-02T22:28:00.423887Z,system:serviceaccount:kube-system:deployment-controller,eacp-cross-plane-v13/eacp-cross-plane,software_delivery,kubernetes-rbac-admission,update,409:Conflict,kubernetes-audit://1c624f9e-6d2a-4d38-b1bb-b4fc7eb29060,k8s://eacp-cross-plane-v13/deployments/eacp-cross-plane,437fcfdd27f0368e55e2805f2645aa132cc45e8c9d259eefb2a53b3c57056c1f
kubernetes.audit,c13cb01c-dce1-496e-9fee-e57d0c8380ab:ResponseComplete,2026-09-02T22:28:00.425227Z,2026-09-02T22:28:00.428747Z,system:node:eacp-v13-33690436849-1-control-plane,eacp-cross-plane-v13/eacp-cross-plane,software_delivery,kubernetes-rbac-admission,get,200,kubernetes-audit://c13cb01c-dce1-496e-9fee-e57d0c8380ab,eacp-gha-1324720646-33690436849-1,c7b68a5e7679b3be99da9037a4397f2a5bcede39570b8eaf926b5375322c64d2
kubernetes.audit,b875d22e-aaee-4ac6-8d5f-493d271e0aa5:ResponseStarted,2026-09-02T22:28:00.425900Z,2026-09-02T22:28:00.430281Z,system:node:eacp-v13-33690436849-1-control-plane,eacp-cross-plane-v13/kube-root-ca.crt,software_delivery,kubernetes-rbac-admission,watch,200,kubernetes-audit://b875d22e-aaee-4ac6-8d5f-493d271e0aa5,k8s://eacp-cross-plane-v13/configmaps/kube-root-ca.crt,e23af6f0cb5a3451914eb1f65d7232de9fe1c8b10eaf28751e8b47daf134a62c
kubernetes.audit,16b7747d-c5d7-467c-a509-3335eb2ae185:ResponseComplete,2026-09-02T22:28:00.436948Z,2026-09-02T22:28:00.469917Z,system:node:eacp-v13-33690436849-1-control-plane,eacp-cross-plane-v13/eacp-cross-plane-7f5649f86f-hz2qs,software_delivery,kubernetes-rbac-admission,patch,200,kubernetes-audit://16b7747d-c5d7-467c-a509-3335eb2ae185,k8s://eacp-cross-plane-v13/pods/eacp-cross-plane-7f5649f86f-hz2qs,3a904a06b419aeba9eea6d7ee63f5f2771645658109784112f8991d805599080
kubernetes.audit,dfc0727c-af65-449b-88ba-ce3a4d003d43:ResponseComplete,2026-09-02T22:28:00.426436Z,2026-09-02T22:28:00.481055Z,system:kube-scheduler,eacp-cross-plane-v13/eacp-cross-plane-7f5649f86f-hz2qs.18d1a17bde20ea0d,software_delivery,kubernetes-rbac-admission,create,201,kubernetes-audit://dfc0727c-af65-449b-88ba-ce3a4d003d43,k8s://eacp-cross-plane-v13/events/eacp-cross-plane-7f5649f86f-hz2qs.18d1a17bde20ea0d,3911b95f18fa312acb95837a5998d00f9e56eb755160cf06ddc15dfc1872f0a3
kubernetes.audit,e5d9da72-fda9-4de1-a4c1-3c4266e42576:ResponseComplete,2026-09-02T22:28:00.430759Z,2026-09-02T22:28:00.480367Z,system:serviceaccount:kube-system:replicaset-controller,eacp-cross-plane-v13/eacp-cross-plane-7f5649f86f,software_delivery,kubernetes-rbac-admission,update,200,kubernetes-audit://e5d9da72-fda9-4de1-a4c1-3c4266e42576,k8s://eacp-cross-plane-v13/replicasets/eacp-cross-plane-7f5649f86f,6087769372da3edc9e3f8ba32c64a134801c9c047e0a7449bddf59138defe790
kubernetes.audit,52953b46-32d0-4a48-86b7-9f7c7e29706a:ResponseComplete,2026-09-02T22:28:00.430385Z,2026-09-02T22:28:00.484557Z,system:serviceaccount:kube-system:deployment-controller,eacp-cross-plane-v13/eacp-cross-plane,software_delivery,kubernetes-rbac-admission,update,200,kubernetes-audit://52953b46-32d0-4a48-86b7-9f7c7e29706a,k8s://eacp-cross-plane-v13/deployments/eacp-cross-plane,4bbe249c87a842ff9cde2a45d30096ede0b14e53b3ef60d13bbe38d5b5f0b1fd
kubernetes.audit,87c87172-834a-4e30-bccf-6fc21782479f:ResponseComplete,2026-09-02T22:28:00.481607Z,2026-09-02T22:28:00.485082Z,system:node:eacp-v13-33690436849-1-control-plane,eacp-cross-plane-v13/eacp-cross-plane,software_delivery,kubernetes-rbac-admission,get,200,kubernetes-audit://87c87172-834a-4e30-bccf-6fc21782479f,eacp-gha-1324720646-33690436849-1,2685daa00682fdb5cbc088fda8b9deec8ced69c62b7fb5d2f51488213d242a0a
kubernetes.audit,d827adf5-4cc3-40bd-a48c-1a991ebc39de:ResponseComplete,2026-09-02T22:28:00.490044Z,2026-09-02T22:28:00.497090Z,system:serviceaccount:kube-system:deployment-controller,eacp-cross-plane-v13/eacp-cross-plane,software_delivery,kubernetes-rbac-admission,update,200,kubernetes-audit://d827adf5-4cc3-40bd-a48c-1a991ebc39de,k8s://eacp-cross-plane-v13/deployments/eacp-cross-plane,6fcbd29c740f9f1f4df652da41f0242d573afab868fa17e7ca7232e73ddcc849
kubernetes.audit,2eba7579-d273-4d91-b2a9-274c5b71fd90:ResponseComplete,2026-09-02T22:28:00.516766Z,2026-09-02T22:28:00.522195Z,kubernetes-admin,eacp-cross-plane-v13/eacp-cross-plane,software_delivery,kubernetes-rbac-admission,get,200,kubernetes-audit://2eba7579-d273-4d91-b2a9-274c5b71fd90,eacp-gha-1324720646-33690436849-1,e28801ae99165f1da64fd2801b40b235805f67955c45eb519b7c1665c4495ba9
kubernetes.audit,e82d1d48-0903-46fd-8fbe-ce038afd0f06:ResponseStarted,2026-09-02T22:28:00.523920Z,2026-09-02T22:28:00.525543Z,kubernetes-admin,eacp-cross-plane-v13/eacp-cross-plane,software_delivery,kubernetes-rbac-admission,watch,200,kubernetes-audit://e82d1d48-0903-46fd-8fbe-ce038afd0f06,k8s://eacp-cross-plane-v13/deployments/eacp-cross-plane,59cb102f313a6aae100b95789925c55c2687bf5ce1fd0e18c0bdfdc742e0181d
kubernetes.audit,9c791d44-95c8-4f35-9373-2559367a2a77:ResponseComplete,2026-09-02T22:28:02.685944Z,2026-09-02T22:28:02.688507Z,system:node:eacp-v13-33690436849-1-control-plane,eacp-cross-plane-v13/eacp-cross-plane,software_delivery,kubernetes-rbac-admission,get,200,kubernetes-audit://9c791d44-95c8-4f35-9373-2559367a2a77,eacp-gha-1324720646-33690436849-1,bacaa15a56d84df7c4dc731e8bbe2769d17de6eb47b980252555269e9005c7ee
kubernetes.audit,071f4ce8-d458-4f8b-83c2-ac67df16c69a:ResponseComplete,2026-09-02T22:28:02.686786Z,2026-09-02T22:28:02.689380Z,system:node:eacp-v13-33690436849-1-control-plane,eacp-cross-plane-v13/eacp-cross-plane-7f5649f86f-hz2qs.18d1a17c6511378f,software_delivery,kubernetes-rbac-admission,create,201,kubernetes-audit://071f4ce8-d458-4f8b-83c2-ac67df16c69a,k8s://eacp-cross-plane-v13/events/eacp-cross-plane-7f5649f86f-hz2qs.18d1a17c6511378f,88c1777bd0ccc41b68001792d95b8412fc1f72b732c07aa9abe78d3103fb05bf
